Site,Plot,ppt_mm,ID,Month
6,1,1.97300005,ppt202007,7
6,1,1.531999946,ppt202008,8
6,1,4.499000072,ppt202009,9
6,1,20.3409996,ppt202010,10
6,1,86.7559967,ppt202011,11
6,1,42.01900101,ppt202012,12
6,1,66.4352951,ppt202101,1
6,1,75.10879517,ppt202102,2
6,1,25.92089844,ppt202103,3
6,1,23.55270004,ppt202104,4
6,1,24.19039917,ppt202105,5
6,1,20.3064003,ppt202106,6
6,1,3.401499987,ppt202107,7
6,1,19.60239983,ppt202108,8
6,1,12.39649963,ppt202109,9
6,1,71.83110046,ppt202110,10
6,1,39.86599731,ppt202111,11
6,1,95.90809631,ppt202112,12
6,1,51.43169785,ppt202201,1
6,1,3.079799891,ppt202202,2
6,1,11.66580009,ppt202203,3
6,1,45.83029938,ppt202204,4
6,1,76.25749969,ppt202205,5
6,1,31.08659935,ppt202206,6
6,1,0.252099991,ppt202207,7
6,1,3.665799856,ppt202208,8
6,1,11.01879978,ppt202209,9
6,1,30.41839981,ppt202210,10
6,1,78.5727005,ppt202211,11
6,1,106.1802979,ppt202212,12
6,1,39.02510071,ppt202301,1
6,1,20.64539909,ppt202302,2
6,1,118.9926987,ppt202303,3
6,1,19.12409973,ppt202304,4
6,1,45.74530029,ppt202305,5
6,1,43.32429886,ppt202306,6
6,1,0.205200002,ppt202307,7
6,1,36.38279724,ppt202308,8
6,1,7.41050005,ppt202309,9
6,1,36.72499847,ppt202310,10
6,1,38.64319992,ppt202311,11
6,1,59.67409897,ppt202312,12
6,1,83.20929718,ppt202401,1
6,1,69.65969849,ppt202402,2
6,1,69.83349609,ppt202403,3
6,1,51.26689911,ppt202404,4
6,1,36.51539993,ppt202405,5
6,1,22.91319847,ppt202406,6
6,1,5.205699921,ppt202407,7
6,1,0.681499958,ppt202408,8
6,1,13.45860004,ppt202409,9
6,1,9.894100189,ppt202410,10
6,1,73.79290009,ppt202411,11
6,1,122.4491959,ppt202412,12
6,2,97.73600006,ppt202001,1
6,2,41.22600174,ppt202002,2
6,2,36.41400146,ppt202003,3
6,2,29.09199905,ppt202004,4
6,2,58.02700043,ppt202005,5
6,2,77.49900055,ppt202006,6
6,2,1.97300005,ppt202007,7
6,2,1.531999946,ppt202008,8
6,2,4.499000072,ppt202009,9
6,2,20.3409996,ppt202010,10
6,2,86.7559967,ppt202011,11
6,2,42.01900101,ppt202012,12
6,2,66.4352951,ppt202101,1
6,2,75.10879517,ppt202102,2
6,2,25.92089844,ppt202103,3
6,2,23.55270004,ppt202104,4
6,2,24.19039917,ppt202105,5
6,2,20.3064003,ppt202106,6
6,2,3.401499987,ppt202107,7
6,2,19.60239983,ppt202108,8
6,2,12.39649963,ppt202109,9
6,2,71.83110046,ppt202110,10
6,2,39.86599731,ppt202111,11
6,2,95.90809631,ppt202112,12
6,2,51.43169785,ppt202201,1
6,2,3.079799891,ppt202202,2
6,2,11.66580009,ppt202203,3
6,2,45.83029938,ppt202204,4
6,2,76.25749969,ppt202205,5
6,2,31.08659935,ppt202206,6
6,2,0.252099991,ppt202207,7
6,2,3.665799856,ppt202208,8
6,2,11.01879978,ppt202209,9
6,2,30.41839981,ppt202210,10
6,2,78.5727005,ppt202211,11
6,2,106.1802979,ppt202212,12
6,2,39.02510071,ppt202301,1
6,2,20.64539909,ppt202302,2
6,2,118.9926987,ppt202303,3
6,2,19.12409973,ppt202304,4
6,2,45.74530029,ppt202305,5
6,2,43.32429886,ppt202306,6
6,2,0.205200002,ppt202307,7
6,2,36.38279724,ppt202308,8
6,2,7.41050005,ppt202309,9
6,2,36.72499847,ppt202310,10
6,2,38.64319992,ppt202311,11
6,2,59.67409897,ppt202312,12
6,2,83.20929718,ppt202401,1
6,2,69.65969849,ppt202402,2
6,2,69.83349609,ppt202403,3
6,2,51.26689911,ppt202404,4
6,2,36.51539993,ppt202405,5
6,2,22.91319847,ppt202406,6
6,2,5.205699921,ppt202407,7
6,2,0.681499958,ppt202408,8
6,2,13.45860004,ppt202409,9
6,2,9.894100189,ppt202410,10
6,2,73.79290009,ppt202411,11
6,2,122.4491959,ppt202412,12
6,3,97.73600006,ppt202001,1
6,3,41.22600174,ppt202002,2
6,3,36.41400146,ppt202003,3
6,3,29.09199905,ppt202004,4
6,3,58.02700043,ppt202005,5
6,3,77.49900055,ppt202006,6
6,3,1.97300005,ppt202007,7
6,3,1.531999946,ppt202008,8
6,3,4.499000072,ppt202009,9
6,3,20.3409996,ppt202010,10
6,3,86.7559967,ppt202011,11
6,3,42.01900101,ppt202012,12
6,3,66.4352951,ppt202101,1
6,3,75.10879517,ppt202102,2
6,3,25.92089844,ppt202103,3
6,3,23.55270004,ppt202104,4
6,3,24.19039917,ppt202105,5
6,3,20.3064003,ppt202106,6
6,3,3.401499987,ppt202107,7
6,3,19.60239983,ppt202108,8
6,3,12.39649963,ppt202109,9
6,3,71.83110046,ppt202110,10
6,3,39.86599731,ppt202111,11
6,3,95.90809631,ppt202112,12
6,3,51.43169785,ppt202201,1
6,3,3.079799891,ppt202202,2
6,3,11.66580009,ppt202203,3
6,3,45.83029938,ppt202204,4
6,3,76.25749969,ppt202205,5
6,3,31.08659935,ppt202206,6
6,3,0.252099991,ppt202207,7
6,3,3.665799856,ppt202208,8
6,3,11.01879978,ppt202209,9
6,3,30.41839981,ppt202210,10
6,3,78.5727005,ppt202211,11
6,3,106.1802979,ppt202212,12
6,3,39.02510071,ppt202301,1
6,3,20.64539909,ppt202302,2
6,3,118.9926987,ppt202303,3
6,3,19.12409973,ppt202304,4
6,3,45.74530029,ppt202305,5
6,3,43.32429886,ppt202306,6
6,3,0.205200002,ppt202307,7
6,3,36.38279724,ppt202308,8
6,3,7.41050005,ppt202309,9
6,3,36.72499847,ppt202310,10
6,3,38.64319992,ppt202311,11
6,3,59.67409897,ppt202312,12
6,3,83.20929718,ppt202401,1
6,3,69.65969849,ppt202402,2
6,3,69.83349609,ppt202403,3
6,3,51.26689911,ppt202404,4
6,3,36.51539993,ppt202405,5
6,3,22.91319847,ppt202406,6
6,3,5.205699921,ppt202407,7
6,3,0.681499958,ppt202408,8
6,3,13.45860004,ppt202409,9
6,3,9.894100189,ppt202410,10
6,3,73.79290009,ppt202411,11
6,3,122.4491959,ppt202412,12
6,4,97.73600006,ppt202001,1
6,4,41.22600174,ppt202002,2
6,4,36.41400146,ppt202003,3
6,4,29.09199905,ppt202004,4
6,4,58.02700043,ppt202005,5
6,4,77.49900055,ppt202006,6
6,4,1.97300005,ppt202007,7
6,4,1.531999946,ppt202008,8
6,4,4.499000072,ppt202009,9
6,4,20.3409996,ppt202010,10
6,4,86.7559967,ppt202011,11
6,4,42.01900101,ppt202012,12
6,4,66.4352951,ppt202101,1
6,4,75.10879517,ppt202102,2
6,4,25.92089844,ppt202103,3
6,4,23.55270004,ppt202104,4
6,4,24.19039917,ppt202105,5
6,4,20.3064003,ppt202106,6
6,4,3.401499987,ppt202107,7
6,4,19.60239983,ppt202108,8
6,4,12.39649963,ppt202109,9
6,4,71.83110046,ppt202110,10
6,4,39.86599731,ppt202111,11
6,4,95.90809631,ppt202112,12
6,4,51.43169785,ppt202201,1
6,4,3.079799891,ppt202202,2
6,4,11.66580009,ppt202203,3
6,4,45.83029938,ppt202204,4
6,4,76.25749969,ppt202205,5
6,4,31.08659935,ppt202206,6
6,4,0.252099991,ppt202207,7
6,4,3.665799856,ppt202208,8
6,4,11.01879978,ppt202209,9
6,4,30.41839981,ppt202210,10
6,4,78.5727005,ppt202211,11
6,4,106.1802979,ppt202212,12
6,4,39.02510071,ppt202301,1
6,4,20.64539909,ppt202302,2
6,4,118.9926987,ppt202303,3
6,4,19.12409973,ppt202304,4
6,4,45.74530029,ppt202305,5
6,4,43.32429886,ppt202306,6
6,4,0.205200002,ppt202307,7
6,4,36.38279724,ppt202308,8
6,4,7.41050005,ppt202309,9
6,4,36.72499847,ppt202310,10
6,4,38.64319992,ppt202311,11
6,4,59.67409897,ppt202312,12
6,4,83.20929718,ppt202401,1
6,4,69.65969849,ppt202402,2
6,4,69.83349609,ppt202403,3
6,4,51.26689911,ppt202404,4
6,4,36.51539993,ppt202405,5
6,4,22.91319847,ppt202406,6
6,4,5.205699921,ppt202407,7
6,4,0.681499958,ppt202408,8
6,4,13.45860004,ppt202409,9
6,4,9.894100189,ppt202410,10
6,4,73.79290009,ppt202411,11
6,4,122.4491959,ppt202412,12
6,5,97.73600006,ppt202001,1
6,5,41.22600174,ppt202002,2
6,5,36.41400146,ppt202003,3
6,5,29.09199905,ppt202004,4
6,5,58.02700043,ppt202005,5
6,5,77.49900055,ppt202006,6
6,5,1.97300005,ppt202007,7
6,5,1.531999946,ppt202008,8
6,5,4.499000072,ppt202009,9
6,5,20.3409996,ppt202010,10
6,5,86.7559967,ppt202011,11
6,5,42.01900101,ppt202012,12
6,5,66.4352951,ppt202101,1
6,5,75.10879517,ppt202102,2
6,5,25.92089844,ppt202103,3
6,5,23.55270004,ppt202104,4
6,5,24.19039917,ppt202105,5
6,5,20.3064003,ppt202106,6
6,5,3.401499987,ppt202107,7
6,5,19.60239983,ppt202108,8
6,5,12.39649963,ppt202109,9
6,5,71.83110046,ppt202110,10
6,5,39.86599731,ppt202111,11
6,5,95.90809631,ppt202112,12
6,5,51.43169785,ppt202201,1
6,5,3.079799891,ppt202202,2
6,5,11.66580009,ppt202203,3
6,5,45.83029938,ppt202204,4
6,5,76.25749969,ppt202205,5
6,5,31.08659935,ppt202206,6
6,5,0.252099991,ppt202207,7
6,5,3.665799856,ppt202208,8
6,5,11.01879978,ppt202209,9
6,5,30.41839981,ppt202210,10
6,5,78.5727005,ppt202211,11
6,5,106.1802979,ppt202212,12
6,5,39.02510071,ppt202301,1
6,5,20.64539909,ppt202302,2
6,5,118.9926987,ppt202303,3
6,5,19.12409973,ppt202304,4
6,5,45.74530029,ppt202305,5
6,5,43.32429886,ppt202306,6
6,5,0.205200002,ppt202307,7
6,5,36.38279724,ppt202308,8
6,5,7.41050005,ppt202309,9
6,5,36.72499847,ppt202310,10
6,5,38.64319992,ppt202311,11
6,5,59.67409897,ppt202312,12
6,5,83.20929718,ppt202401,1
6,5,69.65969849,ppt202402,2
6,5,69.83349609,ppt202403,3
6,5,51.26689911,ppt202404,4
6,5,36.51539993,ppt202405,5
6,5,22.91319847,ppt202406,6
6,5,5.205699921,ppt202407,7
6,5,0.681499958,ppt202408,8
6,5,13.45860004,ppt202409,9
6,5,9.894100189,ppt202410,10
6,5,73.79290009,ppt202411,11
6,5,122.4491959,ppt202412,12
6,6,97.73600006,ppt202001,1
6,6,41.22600174,ppt202002,2
6,6,36.41400146,ppt202003,3
6,6,29.09199905,ppt202004,4
6,6,58.02700043,ppt202005,5
6,6,77.49900055,ppt202006,6
6,6,1.97300005,ppt202007,7
6,6,1.531999946,ppt202008,8
6,6,4.499000072,ppt202009,9
6,6,20.3409996,ppt202010,10
6,6,86.7559967,ppt202011,11
6,6,42.01900101,ppt202012,12
6,6,66.4352951,ppt202101,1
6,6,75.10879517,ppt202102,2
6,6,25.92089844,ppt202103,3
6,6,23.55270004,ppt202104,4
6,6,24.19039917,ppt202105,5
6,6,20.3064003,ppt202106,6
6,6,3.401499987,ppt202107,7
6,6,19.60239983,ppt202108,8
6,6,12.39649963,ppt202109,9
6,6,71.83110046,ppt202110,10
6,6,39.86599731,ppt202111,11
6,6,95.90809631,ppt202112,12
6,6,51.43169785,ppt202201,1
6,6,3.079799891,ppt202202,2
6,6,11.66580009,ppt202203,3
6,6,45.83029938,ppt202204,4
6,6,76.25749969,ppt202205,5
6,6,31.08659935,ppt202206,6
6,6,0.252099991,ppt202207,7
6,6,3.665799856,ppt202208,8
6,6,11.01879978,ppt202209,9
6,6,30.41839981,ppt202210,10
6,6,78.5727005,ppt202211,11
6,6,106.1802979,ppt202212,12
6,6,39.02510071,ppt202301,1
6,6,20.64539909,ppt202302,2
6,6,118.9926987,ppt202303,3
6,6,19.12409973,ppt202304,4
6,6,45.74530029,ppt202305,5
6,6,43.32429886,ppt202306,6
6,6,0.205200002,ppt202307,7
6,6,36.38279724,ppt202308,8
6,6,7.41050005,ppt202309,9
6,6,36.72499847,ppt202310,10
6,6,38.64319992,ppt202311,11
6,6,59.67409897,ppt202312,12
6,6,83.20929718,ppt202401,1
6,6,69.65969849,ppt202402,2
6,6,69.83349609,ppt202403,3
6,6,51.26689911,ppt202404,4
6,6,36.51539993,ppt202405,5
6,6,22.91319847,ppt202406,6
6,6,5.205699921,ppt202407,7
6,6,0.681499958,ppt202408,8
6,6,13.45860004,ppt202409,9
6,6,9.894100189,ppt202410,10
6,6,73.79290009,ppt202411,11
6,6,122.4491959,ppt202412,12
6,7,97.73600006,ppt202001,1
6,7,41.22600174,ppt202002,2
6,7,36.41400146,ppt202003,3
6,7,29.09199905,ppt202004,4
6,7,58.02700043,ppt202005,5
6,7,77.49900055,ppt202006,6
6,7,1.97300005,ppt202007,7
6,7,1.531999946,ppt202008,8
6,7,4.499000072,ppt202009,9
6,7,20.3409996,ppt202010,10
6,7,86.7559967,ppt202011,11
6,7,42.01900101,ppt202012,12
6,7,66.4352951,ppt202101,1
6,7,75.10879517,ppt202102,2
6,7,25.92089844,ppt202103,3
6,7,23.55270004,ppt202104,4
6,7,24.19039917,ppt202105,5
6,7,20.3064003,ppt202106,6
6,7,3.401499987,ppt202107,7
6,7,19.60239983,ppt202108,8
6,7,12.39649963,ppt202109,9
6,7,71.83110046,ppt202110,10
6,7,39.86599731,ppt202111,11
6,7,95.90809631,ppt202112,12
6,7,51.43169785,ppt202201,1
6,7,3.079799891,ppt202202,2
6,7,11.66580009,ppt202203,3
6,7,45.83029938,ppt202204,4
6,7,76.25749969,ppt202205,5
6,7,31.08659935,ppt202206,6
6,7,0.252099991,ppt202207,7
6,7,3.665799856,ppt202208,8
6,7,11.01879978,ppt202209,9
6,7,30.41839981,ppt202210,10
6,7,78.5727005,ppt202211,11
6,7,106.1802979,ppt202212,12
6,7,39.02510071,ppt202301,1
6,7,20.64539909,ppt202302,2
6,7,118.9926987,ppt202303,3
6,7,19.12409973,ppt202304,4
6,7,45.74530029,ppt202305,5
6,7,43.32429886,ppt202306,6
6,7,0.205200002,ppt202307,7
6,7,36.38279724,ppt202308,8
6,7,7.41050005,ppt202309,9
6,7,36.72499847,ppt202310,10
6,7,38.64319992,ppt202311,11
6,7,59.67409897,ppt202312,12
6,7,83.20929718,ppt202401,1
6,7,69.65969849,ppt202402,2
6,7,69.83349609,ppt202403,3
6,7,51.26689911,ppt202404,4
6,7,36.51539993,ppt202405,5
6,7,22.91319847,ppt202406,6
6,7,5.205699921,ppt202407,7
6,7,0.681499958,ppt202408,8
6,7,13.45860004,ppt202409,9
6,7,9.894100189,ppt202410,10
6,7,73.79290009,ppt202411,11
6,7,122.4491959,ppt202412,12
6,8,97.73600006,ppt202001,1
6,8,41.22600174,ppt202002,2
6,8,36.41400146,ppt202003,3
6,8,29.09199905,ppt202004,4
6,8,58.02700043,ppt202005,5
6,8,77.49900055,ppt202006,6
6,8,1.97300005,ppt202007,7
6,8,1.531999946,ppt202008,8
6,8,4.499000072,ppt202009,9
6,8,20.3409996,ppt202010,10
6,8,86.7559967,ppt202011,11
6,8,42.01900101,ppt202012,12
6,8,66.4352951,ppt202101,1
6,8,75.10879517,ppt202102,2
6,8,25.92089844,ppt202103,3
6,8,23.55270004,ppt202104,4
6,8,24.19039917,ppt202105,5
6,8,20.3064003,ppt202106,6
6,8,3.401499987,ppt202107,7
6,8,19.60239983,ppt202108,8
6,8,12.39649963,ppt202109,9
6,8,71.83110046,ppt202110,10
6,8,39.86599731,ppt202111,11
6,8,95.90809631,ppt202112,12
6,8,51.43169785,ppt202201,1
6,8,3.079799891,ppt202202,2
6,8,11.66580009,ppt202203,3
6,8,45.83029938,ppt202204,4
6,8,76.25749969,ppt202205,5
6,8,31.08659935,ppt202206,6
6,8,0.252099991,ppt202207,7
6,8,3.665799856,ppt202208,8
6,8,11.01879978,ppt202209,9
6,8,30.41839981,ppt202210,10
6,8,78.5727005,ppt202211,11
6,8,106.1802979,ppt202212,12
6,8,39.02510071,ppt202301,1
6,8,20.64539909,ppt202302,2
6,8,118.9926987,ppt202303,3
6,8,19.12409973,ppt202304,4
6,8,45.74530029,ppt202305,5
6,8,43.32429886,ppt202306,6
6,8,0.205200002,ppt202307,7
6,8,36.38279724,ppt202308,8
6,8,7.41050005,ppt202309,9
6,8,36.72499847,ppt202310,10
6,8,38.64319992,ppt202311,11
6,8,59.67409897,ppt202312,12
6,8,83.20929718,ppt202401,1
6,8,69.65969849,ppt202402,2
6,8,69.83349609,ppt202403,3
6,8,51.26689911,ppt202404,4
6,8,36.51539993,ppt202405,5
6,8,22.91319847,ppt202406,6
6,8,5.205699921,ppt202407,7
6,8,0.681499958,ppt202408,8
6,8,13.45860004,ppt202409,9
6,8,9.894100189,ppt202410,10
6,8,73.79290009,ppt202411,11
6,8,122.4491959,ppt202412,12
6,9,97.73600006,ppt202001,1
6,9,41.22600174,ppt202002,2
6,9,36.41400146,ppt202003,3
6,9,29.09199905,ppt202004,4
6,9,58.02700043,ppt202005,5
6,9,77.49900055,ppt202006,6
6,9,1.97300005,ppt202007,7
6,9,1.531999946,ppt202008,8
6,9,4.499000072,ppt202009,9
6,9,20.3409996,ppt202010,10
6,9,86.7559967,ppt202011,11
6,9,42.01900101,ppt202012,12
6,9,66.4352951,ppt202101,1
6,9,75.10879517,ppt202102,2
6,9,25.92089844,ppt202103,3
6,9,23.55270004,ppt202104,4
6,9,24.19039917,ppt202105,5
6,9,20.3064003,ppt202106,6
6,9,3.401499987,ppt202107,7
6,9,19.60239983,ppt202108,8
6,9,12.39649963,ppt202109,9
6,9,71.83110046,ppt202110,10
6,9,39.86599731,ppt202111,11
6,9,95.90809631,ppt202112,12
6,9,51.43169785,ppt202201,1
6,9,3.079799891,ppt202202,2
6,9,11.66580009,ppt202203,3
6,9,45.83029938,ppt202204,4
6,9,76.25749969,ppt202205,5
6,9,31.08659935,ppt202206,6
6,9,0.252099991,ppt202207,7
6,9,3.665799856,ppt202208,8
6,9,11.01879978,ppt202209,9
6,9,30.41839981,ppt202210,10
6,9,78.5727005,ppt202211,11
6,9,106.1802979,ppt202212,12
6,9,39.02510071,ppt202301,1
6,9,20.64539909,ppt202302,2
6,9,118.9926987,ppt202303,3
6,9,19.12409973,ppt202304,4
6,9,45.74530029,ppt202305,5
6,9,43.32429886,ppt202306,6
6,9,0.205200002,ppt202307,7
6,9,36.38279724,ppt202308,8
6,9,7.41050005,ppt202309,9
6,9,36.72499847,ppt202310,10
6,9,38.64319992,ppt202311,11
6,9,59.67409897,ppt202312,12
6,9,83.20929718,ppt202401,1
6,9,69.65969849,ppt202402,2
6,9,69.83349609,ppt202403,3
6,9,51.26689911,ppt202404,4
6,9,36.51539993,ppt202405,5
6,9,22.91319847,ppt202406,6
6,9,5.205699921,ppt202407,7
6,9,0.681499958,ppt202408,8
6,9,13.45860004,ppt202409,9
6,9,9.894100189,ppt202410,10
6,9,73.79290009,ppt202411,11
6,9,122.4491959,ppt202412,12
6,10,97.73600006,ppt202001,1
6,10,41.22600174,ppt202002,2
6,10,36.41400146,ppt202003,3
6,10,29.09199905,ppt202004,4
6,10,58.02700043,ppt202005,5
6,10,77.49900055,ppt202006,6
6,10,1.97300005,ppt202007,7
6,10,1.531999946,ppt202008,8
6,10,4.499000072,ppt202009,9
6,10,20.3409996,ppt202010,10
6,10,86.7559967,ppt202011,11
6,10,42.01900101,ppt202012,12
6,10,66.4352951,ppt202101,1
6,10,75.10879517,ppt202102,2
6,10,25.92089844,ppt202103,3
6,10,23.55270004,ppt202104,4
6,10,24.19039917,ppt202105,5
6,10,20.3064003,ppt202106,6
6,10,3.401499987,ppt202107,7
6,10,19.60239983,ppt202108,8
6,10,12.39649963,ppt202109,9
6,10,71.83110046,ppt202110,10
6,10,39.86599731,ppt202111,11
6,10,95.90809631,ppt202112,12
6,10,51.43169785,ppt202201,1
6,10,3.079799891,ppt202202,2
6,10,11.66580009,ppt202203,3
6,10,45.83029938,ppt202204,4
6,10,76.25749969,ppt202205,5
6,10,31.08659935,ppt202206,6
6,10,0.252099991,ppt202207,7
6,10,3.665799856,ppt202208,8
6,10,11.01879978,ppt202209,9
6,10,30.41839981,ppt202210,10
6,10,78.5727005,ppt202211,11
6,10,106.1802979,ppt202212,12
6,10,39.02510071,ppt202301,1
6,10,20.64539909,ppt202302,2
6,10,118.9926987,ppt202303,3
6,10,19.12409973,ppt202304,4
6,10,45.74530029,ppt202305,5
6,10,43.32429886,ppt202306,6
6,10,0.205200002,ppt202307,7
6,10,36.38279724,ppt202308,8
6,10,7.41050005,ppt202309,9
6,10,36.72499847,ppt202310,10
6,10,38.64319992,ppt202311,11
6,10,59.67409897,ppt202312,12
6,10,83.20929718,ppt202401,1
6,10,69.65969849,ppt202402,2
6,10,69.83349609,ppt202403,3
6,10,51.26689911,ppt202404,4
6,10,36.51539993,ppt202405,5
6,10,22.91319847,ppt202406,6
6,10,5.205699921,ppt202407,7
6,10,0.681499958,ppt202408,8
6,10,13.45860004,ppt202409,9
6,10,9.894100189,ppt202410,10
6,10,73.79290009,ppt202411,11
6,10,122.4491959,ppt202412,12
6,11,97.73600006,ppt202001,1
6,11,41.22600174,ppt202002,2
6,11,36.41400146,ppt202003,3
6,11,29.09199905,ppt202004,4
6,11,58.02700043,ppt202005,5
6,11,77.49900055,ppt202006,6
6,11,1.97300005,ppt202007,7
6,11,1.531999946,ppt202008,8
6,11,4.499000072,ppt202009,9
6,11,20.3409996,ppt202010,10
6,11,86.7559967,ppt202011,11
6,11,42.01900101,ppt202012,12
6,11,66.4352951,ppt202101,1
6,11,75.10879517,ppt202102,2
6,11,25.92089844,ppt202103,3
6,11,23.55270004,ppt202104,4
6,11,24.19039917,ppt202105,5
6,11,20.3064003,ppt202106,6
6,11,3.401499987,ppt202107,7
6,11,19.60239983,ppt202108,8
6,11,12.39649963,ppt202109,9
6,11,71.83110046,ppt202110,10
6,11,39.86599731,ppt202111,11
6,11,95.90809631,ppt202112,12
6,11,51.43169785,ppt202201,1
6,11,3.079799891,ppt202202,2
6,11,11.66580009,ppt202203,3
6,11,45.83029938,ppt202204,4
6,11,76.25749969,ppt202205,5
6,11,31.08659935,ppt202206,6
6,11,0.252099991,ppt202207,7
6,11,3.665799856,ppt202208,8
6,11,11.01879978,ppt202209,9
6,11,30.41839981,ppt202210,10
6,11,78.5727005,ppt202211,11
6,11,106.1802979,ppt202212,12
6,11,39.02510071,ppt202301,1
6,11,20.64539909,ppt202302,2
6,11,118.9926987,ppt202303,3
6,11,19.12409973,ppt202304,4
6,11,45.74530029,ppt202305,5
6,11,43.32429886,ppt202306,6
6,11,0.205200002,ppt202307,7
6,11,36.38279724,ppt202308,8
6,11,7.41050005,ppt202309,9
6,11,36.72499847,ppt202310,10
6,11,38.64319992,ppt202311,11
6,11,59.67409897,ppt202312,12
6,11,83.20929718,ppt202401,1
6,11,69.65969849,ppt202402,2
6,11,69.83349609,ppt202403,3
6,11,51.26689911,ppt202404,4
6,11,36.51539993,ppt202405,5
6,11,22.91319847,ppt202406,6
6,11,5.205699921,ppt202407,7
6,11,0.681499958,ppt202408,8
6,11,13.45860004,ppt202409,9
6,11,9.894100189,ppt202410,10
6,11,73.79290009,ppt202411,11
6,11,122.4491959,ppt202412,12
6,12,97.73600006,ppt202001,1
6,12,41.22600174,ppt202002,2
6,12,36.41400146,ppt202003,3
6,12,29.09199905,ppt202004,4
6,12,58.02700043,ppt202005,5
6,12,77.49900055,ppt202006,6
6,12,1.97300005,ppt202007,7
6,12,1.531999946,ppt202008,8
6,12,4.499000072,ppt202009,9
6,12,20.3409996,ppt202010,10
6,12,86.7559967,ppt202011,11
6,12,42.01900101,ppt202012,12
6,12,66.4352951,ppt202101,1
6,12,75.10879517,ppt202102,2
6,12,25.92089844,ppt202103,3
6,12,23.55270004,ppt202104,4
6,12,24.19039917,ppt202105,5
6,12,20.3064003,ppt202106,6
6,12,3.401499987,ppt202107,7
6,12,19.60239983,ppt202108,8
6,12,12.39649963,ppt202109,9
6,12,71.83110046,ppt202110,10
6,12,39.86599731,ppt202111,11
6,12,95.90809631,ppt202112,12
6,12,51.43169785,ppt202201,1
6,12,3.079799891,ppt202202,2
6,12,11.66580009,ppt202203,3
6,12,45.83029938,ppt202204,4
6,12,76.25749969,ppt202205,5
6,12,31.08659935,ppt202206,6
6,12,0.252099991,ppt202207,7
6,12,3.665799856,ppt202208,8
6,12,11.01879978,ppt202209,9
6,12,30.41839981,ppt202210,10
6,12,78.5727005,ppt202211,11
6,12,106.1802979,ppt202212,12
6,12,39.02510071,ppt202301,1
6,12,20.64539909,ppt202302,2
6,12,118.9926987,ppt202303,3
6,12,19.12409973,ppt202304,4
6,12,45.74530029,ppt202305,5
6,12,43.32429886,ppt202306,6
6,12,0.205200002,ppt202307,7
6,12,36.38279724,ppt202308,8
6,12,7.41050005,ppt202309,9
6,12,36.72499847,ppt202310,10
6,12,38.64319992,ppt202311,11
6,12,59.67409897,ppt202312,12
6,12,83.20929718,ppt202401,1
6,12,69.65969849,ppt202402,2
6,12,69.83349609,ppt202403,3
6,12,51.26689911,ppt202404,4
6,12,36.51539993,ppt202405,5
6,12,22.91319847,ppt202406,6
6,12,5.205699921,ppt202407,7
6,12,0.681499958,ppt202408,8
6,12,13.45860004,ppt202409,9
6,12,9.894100189,ppt202410,10
6,12,73.79290009,ppt202411,11
6,12,122.4491959,ppt202412,12
6,13,97.73600006,ppt202001,1
6,13,41.22600174,ppt202002,2
6,13,36.41400146,ppt202003,3
6,13,29.09199905,ppt202004,4
6,13,58.02700043,ppt202005,5
6,13,77.49900055,ppt202006,6
6,13,1.97300005,ppt202007,7
6,13,1.531999946,ppt202008,8
6,13,4.499000072,ppt202009,9
6,13,20.3409996,ppt202010,10
6,13,86.7559967,ppt202011,11
6,13,42.01900101,ppt202012,12
6,13,66.4352951,ppt202101,1
6,13,75.10879517,ppt202102,2
6,13,25.92089844,ppt202103,3
6,13,23.55270004,ppt202104,4
6,13,24.19039917,ppt202105,5
6,13,20.3064003,ppt202106,6
6,13,3.401499987,ppt202107,7
6,13,19.60239983,ppt202108,8
6,13,12.39649963,ppt202109,9
6,13,71.83110046,ppt202110,10
6,13,39.86599731,ppt202111,11
6,13,95.90809631,ppt202112,12
6,13,51.43169785,ppt202201,1
6,13,3.079799891,ppt202202,2
6,13,11.66580009,ppt202203,3
6,13,45.83029938,ppt202204,4
6,13,76.25749969,ppt202205,5
6,13,31.08659935,ppt202206,6
6,13,0.252099991,ppt202207,7
6,13,3.665799856,ppt202208,8
6,13,11.01879978,ppt202209,9
6,13,30.41839981,ppt202210,10
6,13,78.5727005,ppt202211,11
6,13,106.1802979,ppt202212,12
6,13,39.02510071,ppt202301,1
6,13,20.64539909,ppt202302,2
6,13,118.9926987,ppt202303,3
6,13,19.12409973,ppt202304,4
6,13,45.74530029,ppt202305,5
6,13,43.32429886,ppt202306,6
6,13,0.205200002,ppt202307,7
6,13,36.38279724,ppt202308,8
6,13,7.41050005,ppt202309,9
6,13,36.72499847,ppt202310,10
6,13,38.64319992,ppt202311,11
6,13,59.67409897,ppt202312,12
6,13,83.20929718,ppt202401,1
6,13,69.65969849,ppt202402,2
6,13,69.83349609,ppt202403,3
6,13,51.26689911,ppt202404,4
6,13,36.51539993,ppt202405,5
6,13,22.91319847,ppt202406,6
6,13,5.205699921,ppt202407,7
6,13,0.681499958,ppt202408,8
6,13,13.45860004,ppt202409,9
6,13,9.894100189,ppt202410,10
6,13,73.79290009,ppt202411,11
6,13,122.4491959,ppt202412,12
2,1,97.73600006,ppt202001,1
2,1,41.22600174,ppt202002,2
